0,1752122532,Sat May 09 21:06:13 PDT 2009,NO_QUERY,JanineLucas,@nicholasbraun Some dude in steel toed boots &quot;accidently&quot; stepped on me. It didn't help that he was 6'2 and weighted about 250 pounds 
0,1752123092,Sat May 09 21:06:20 PDT 2009,NO_QUERY,duckie_kate,@faunaana  at least you're still commenting. I would be worried if you disappeared altogether
0,1752123238,Sat May 09 21:06:19 PDT 2009,NO_QUERY,michelefsaqui,"Life is good, but it could have been more good if I was at the rodeo tonight "
0,1752123409,Sat May 09 21:06:20 PDT 2009,NO_QUERY,worldofhiglet,@may_gun he might have good taste but he won't go to see Star Trek with me  tomorrow is Mother's Day &amp; he has to go to Monsters &amp; Aliens
0,1752123585,Sat May 09 21:06:22 PDT 2009,NO_QUERY,candijunkie421,Cant make him happy 
0,1752123648,Sat May 09 21:06:22 PDT 2009,NO_QUERY,EMFinley,@GarrettWalt still my birthDAY  you need to sleep.
0,1752123708,Sat May 09 21:06:23 PDT 2009,NO_QUERY,codie1991,"woohoo snowing at my house now!!, not settling though "
0,1752123842,Sat May 09 21:06:24 PDT 2009,NO_QUERY,mexiana_76,@Lintwitt If you change your profile to 1.0 I will soo leave funny comments on your page by using the many faces of Rob. 2.0 won't let me 
0,1752124012,Sat May 09 21:06:26 PDT 2009,NO_QUERY,joycescapade,Yawns... Huh? It's 12 noon?  Can I just hibernate some more? Nothing to do anyway.
0,1752124749,Sat May 09 21:06:31 PDT 2009,NO_QUERY,starlarra,I DONT WANNA DO THE TEST TOMORROW!!!!!!!!!!! 
0,1752124791,Sat May 09 21:06:32 PDT 2009,NO_QUERY,_Anix_,@TheBlondeTheory welcome to the club 
0,1752124912,Sat May 09 21:06:32 PDT 2009,NO_QUERY,i_heart_DonnieW,@illBLvnDW4Evr32 lol my first concert was Sept. 23rd 2008! i  never got see them back in the day. 
0,1752125155,Sat May 09 21:06:34 PDT 2009,NO_QUERY,HoosierDaddySD,Stinking damned lottery 
0,1752125670,Sat May 09 21:06:39 PDT 2009,NO_QUERY,colleenpence,I can has tweets? I overtweeted &amp; Twitter kicked me out for end of #savotes. 
0,1752142989,Sat May 09 21:09:08 PDT 2009,NO_QUERY,GellyTwinkle,CAKE!! WE NEED CAKE! (Zacky needs cake) sad.. all the kids grabbed the cake toppers before Breanna  That's not right! it's her bday too!
0,1752143276,Sat May 09 21:09:11 PDT 2009,NO_QUERY,supaSOF,this sucks 
0,1752143565,Sat May 09 21:09:13 PDT 2009,NO_QUERY,yupitztara,"I'm sad, I can't wear my UggBoots anymore "
0,1752143572,Sat May 09 21:09:13 PDT 2009,NO_QUERY,heatherberg,@unravel101 did u get any info from them? and what a cold? 
0,1752143754,Sat May 09 21:09:15 PDT 2009,NO_QUERY,hannapageau,http://twitpic.com/4wenx - I miss my puppy 
0,1752143857,Sat May 09 21:09:16 PDT 2009,NO_QUERY,mrssweetness2u,ok I'm back from the funk fest all I can say is WOW!! BBD Fantasia Aaron Hall the only bad thing was they took so long no Dougie Fresh 
0,1752145216,Sat May 09 21:09:27 PDT 2009,NO_QUERY,hollieemariee,I feel like people are wanting me to choose. 
0,1752145358,Sat May 09 21:09:28 PDT 2009,NO_QUERY,mschung,"@liajewel wait, are we SUPPOSED to wear dresses for graduation? i can't wear dress pants? "
0,1752145432,Sat May 09 21:09:28 PDT 2009,NO_QUERY,mynameiscare,@whatchandrasaid i want iced tea. 
0,1752145504,Sat May 09 21:09:29 PDT 2009,NO_QUERY,boss_sanz,Found out that my car is sick. Booooo. 
0,1752145946,Sat May 09 21:09:32 PDT 2009,NO_QUERY,StockC,The rain cometh to Dallas.  
0,1752145979,Sat May 09 21:09:33 PDT 2009,NO_QUERY,LiLOn3,"My bearded dragons are  fighting a lot lately, not cool! I think their both males &amp; their in heat. Might have 2get rid of one "
0,1752146277,Sat May 09 21:09:35 PDT 2009,NO_QUERY,gabrielaelena,@Jennaa17 is that on tv? theres like nothing on...  and if so what channel?
0,1752146598,Sat May 09 21:09:38 PDT 2009,NO_QUERY,BWESTMUSIC,@sexipeaches09 nope nuthn to do  if u was n Philly I'd say let's hang out go eat or sumthn ! I'm in da crib Watchin major payne !
0,1752146876,Sat May 09 21:09:40 PDT 2009,NO_QUERY,tokio_charlotte,Watching The Visitor w/ the family. &amp; feeling the full pain of dialup internet. 
0,1752146991,Sat May 09 21:09:41 PDT 2009,NO_QUERY,hormoaning,@ashleyvirus ummmmmm.. in an hour LOL then i'd be on my sidekick 
0,1752147053,Sat May 09 21:09:42 PDT 2009,NO_QUERY,skibbymeow,@Aellai13 i know  they shall go die in a hole together 
0,1752147792,Sat May 09 21:09:48 PDT 2009,NO_QUERY,lashedcheek,I miss training...  http://plurk.com/p/su6lr
0,1752147803,Sat May 09 21:09:48 PDT 2009,NO_QUERY,gooblythe,i lost all of my bookmarks. 
0,1752148377,Sat May 09 21:09:53 PDT 2009,NO_QUERY,nickoconnor,is lovin SNL... and is the only suitemate that stayed in New York today 
0,1752148632,Sat May 09 21:09:55 PDT 2009,NO_QUERY,Clari_bsb,@leylacarter @CelyMcLean  ceeelyyy esk leyla no me kieereee!!! buaaaa  hehe
0,1752148791,Sat May 09 21:09:56 PDT 2009,NO_QUERY,KellyMaree91,school work  please make me do it.. i wont
0,1752148883,Sat May 09 21:09:57 PDT 2009,NO_QUERY,SolaScrpturaMan,@swfanworks I love Twhril. The only setback is that it doesn't have Facebook connection 
0,1752149239,Sat May 09 21:10:00 PDT 2009,NO_QUERY,TimbrePitch,"@amber_eubanks What's really disappointing, is when a song works, and then disappears.  "
0,1752149405,Sat May 09 21:10:02 PDT 2009,NO_QUERY,iPhone_Reviews,"Ouch that hurts, iPod Touch decided to restore itself so I lost my progress in Need for Speed  Had completed 28/29 races"
0,1752149434,Sat May 09 21:10:02 PDT 2009,NO_QUERY,megansunflower,"@nerdynotdirty Aw, I am very sorry about that! "
0,1752149633,Sat May 09 21:10:03 PDT 2009,NO_QUERY,reflective,"@bunnytrails Yeah, I got to say hi to @sprittibee. Didn't get to chat though.  We couldn't find each other after Hank the Cowdog."
0,1752149677,Sat May 09 21:10:03 PDT 2009,NO_QUERY,TheJewberwocky,"@jmarkiz Well, you don't look like a trekkie, you don't act like a trekkie, and thankfully you don't smell like one either. So I assumed "
0,1752150026,Sat May 09 21:10:06 PDT 2009,NO_QUERY,riya27689,@saikou I want bajji. 
0,1752150484,Sat May 09 21:10:10 PDT 2009,NO_QUERY,chachacha3,idk what ???  follow us i guess
0,1752150603,Sat May 09 21:10:11 PDT 2009,NO_QUERY,lindsayletters,No I did not just bruise my index finger playing a video game... :O 
0,1752150824,Sat May 09 21:10:13 PDT 2009,NO_QUERY,izzy_1203,OH NO! =O My MP3 is about to die.  And I still have like a 30 minute ride. -.- Drats. xP
0,1752151125,Sat May 09 21:10:15 PDT 2009,NO_QUERY,Princesscutz,I jjust woke up and it's funny I didn't mean to sleep this long... There goes my Saturday nite 
0,1752151556,Sat May 09 21:10:19 PDT 2009,NO_QUERY,smiles4dayyz,.. Wow. i guess this is right.  lOl.
0,1752151634,Sat May 09 21:10:19 PDT 2009,NO_QUERY,xosaturday,"@planet_mars94 I don't know.  I don't wanna be, but at the same time, I really don't give a damn, ya know?"
0,1752151646,Sat May 09 21:10:20 PDT 2009,NO_QUERY,BROCKLYNN,make her do something about it 
0,1752151776,Sat May 09 21:10:21 PDT 2009,NO_QUERY,SierraGee,"listening to my iPod ; watching some show ; EXtremely tired but can't fall asleeeep , FML !    "
0,1752152421,Sat May 09 21:10:26 PDT 2009,NO_QUERY,DataVonTeese,@stark23x it's the only sign language I know 
0,1752152995,Sat May 09 21:10:31 PDT 2009,NO_QUERY,semipenguin,I'm almost 40 &amp; I still get acne 
0,1752153522,Sat May 09 21:10:36 PDT 2009,NO_QUERY,fancy_feast,Yes she is. I can't see her messages. I have to go online to do it. 
0,1752153745,Sat May 09 21:10:38 PDT 2009,NO_QUERY,JD317,@clutchfans Think Rockets should keep Yao if he's getting hurt almost every year ? 
0,1752153896,Sat May 09 21:10:39 PDT 2009,NO_QUERY,jborbon862,My glasses broke! No! 
0,1752154329,Sat May 09 21:10:43 PDT 2009,NO_QUERY,adriandb,"is loving the new Twitteriffic iphone app. I just paid for and was getting used to tweetie, but now it's back to Twitterific... $3 gone "
0,1752154539,Sat May 09 21:10:45 PDT 2009,NO_QUERY,nubletta,owwie. why the hell is my head hurting  gonna work out a 9.30/10 and then go shower. heh heh.
0,1752154786,Sat May 09 21:10:47 PDT 2009,NO_QUERY,iCONtips,@JoshyCouture  roof top time.
0,1752154901,Sat May 09 21:10:48 PDT 2009,NO_QUERY,Mandy_Biagini,I have to study! 
0,1752155232,Sat May 09 21:10:51 PDT 2009,NO_QUERY,shasha088,Enjoying my last fun evening at tech with some great people! Tackling bit all day tomorrow. Kind of sad about leaving tech tuesday 
0,1752155326,Sat May 09 21:10:51 PDT 2009,NO_QUERY,Blackfushia,My migraine gave me a fever again and it feels three hundred degrees 
0,1752155622,Sat May 09 21:10:54 PDT 2009,NO_QUERY,mynameisdebby,I don't want to fall asleep yet 
0,1752155977,Sat May 09 21:10:57 PDT 2009,NO_QUERY,myers89,Mother's Day gift search: epic fail 
0,1752156001,Sat May 09 21:10:57 PDT 2009,NO_QUERY,intewig,rained out @Sime after one hole 
0,1752156539,Sat May 09 21:11:02 PDT 2009,NO_QUERY,LiberianJewels,@necolebitchie ...awe why  Be safe anyways.
0,1752156622,Sat May 09 21:11:03 PDT 2009,NO_QUERY,DataVonTeese,@stark23x I's have the HARDEST time finding a bathroom in Deafsville 
0,1752157232,Sat May 09 21:11:08 PDT 2009,NO_QUERY,itslaratime,My blood sugar is exactly 100. Finger prick no fun 
0,1752157318,Sat May 09 21:11:09 PDT 2009,NO_QUERY,woodycakes,@130587 ooh dear. well ummm i hope they aren't like this 
0,1752157726,Sat May 09 21:11:12 PDT 2009,NO_QUERY,crisssycat,          i want some ben&amp;jerrys cake batter please ugh
0,1752157975,Sat May 09 21:11:14 PDT 2009,NO_QUERY,amortya,Finally watching Hum Tum. Alone 
0,1752158259,Sat May 09 21:11:17 PDT 2009,NO_QUERY,xobrigidbabyxo,"fail, that's the stupid hair dye that can be used on color treated hair. "
0,1752158732,Sat May 09 21:11:21 PDT 2009,NO_QUERY,cmather8,being sad cause Jonathon is mean to me. 
0,1752159165,Sat May 09 21:11:25 PDT 2009,NO_QUERY,ryansporn,"@AnalystAlterEgo Yeah, I'm back home, my cousin's staying at my grandma's   Anyway give me a few minutes, then we'll so do this thing!"
0,1752159365,Sat May 09 21:11:27 PDT 2009,NO_QUERY,NancyDrew2,I know this isn't worthy of anyone's attention but I have to lament: I AM OUT OF HUMMUS AND HAVE A 1/2 BAG OF CARROTS LEFT 
0,1752159457,Sat May 09 21:11:28 PDT 2009,NO_QUERY,mechelleMEOWW,movie night by myself. I just stepped on my cat 
0,1752159608,Sat May 09 21:11:29 PDT 2009,NO_QUERY,brittanyy__,headacheeeeeeee 
0,1752160341,Sat May 09 21:11:36 PDT 2009,NO_QUERY,a5phyxia,can't seem to figure out how to add txt to her twitpic posts 
0,1752160547,Sat May 09 21:11:37 PDT 2009,NO_QUERY,maliciousmandy1,Damnit #canucks  tied 2-2
0,1752160582,Sat May 09 21:11:38 PDT 2009,NO_QUERY,heidischang,Yeah its drizzling  its so cold
0,1752161035,Sat May 09 21:11:42 PDT 2009,NO_QUERY,JessicaMarkle,I wish I knew someone with magical healing powers. I don't like having to be cooped up. 
0,1752178906,Sat May 09 21:14:21 PDT 2009,NO_QUERY,MaeLoves,Drowzyness comin back &amp; a tooth ache 
0,1752179181,Sat May 09 21:14:23 PDT 2009,NO_QUERY,xgrewellx,Night twitter people...    Work at 8  
0,1752179292,Sat May 09 21:14:24 PDT 2009,NO_QUERY,aurorakalista,Gotta read of mice and men 
0,1752179318,Sat May 09 21:14:24 PDT 2009,NO_QUERY,srodrguez,Dangit!!! Another iPhone bites the dust 
0,1752179841,Sat May 09 21:14:29 PDT 2009,NO_QUERY,xoohhsostunning,"is fucking pissed that her, kayla and sarah can't sneak out "
0,1752180350,Sat May 09 21:14:34 PDT 2009,NO_QUERY,HPTwiFan00,"i'm so tired.. i think it's my bed time. oh wait, i still have a 1000 things to do "
0,1752180538,Sat May 09 21:14:35 PDT 2009,NO_QUERY,Blakey2rocks,Our AC is broken 
0,1752180637,Sat May 09 21:14:36 PDT 2009,NO_QUERY,andtheafterglow,"Hahaha, totally effed up that Chinese. Man, it's been too long. "
0,1752180644,Sat May 09 21:14:36 PDT 2009,NO_QUERY,dinastik,? afternoon everyone! why nowaday less and less responses for my plurks? really sad you know...  (tears) http://plurk.com/p/su7ga
0,1752180686,Sat May 09 21:14:37 PDT 2009,NO_QUERY,_Rebecca,@_nothing_girl_ I'm sorry to hear that.      and thank you! &lt;3
0,1752181061,Sat May 09 21:14:40 PDT 2009,NO_QUERY,meganwal,time for a new phone... mine just broke. 
0,1752181105,Sat May 09 21:14:41 PDT 2009,NO_QUERY,JKlover,@JenAlaniz  I had 4gotten about spending the weekend in Tahoe that weekend with family from Oregon   DARN!! I so want to go 
0,1752181274,Sat May 09 21:14:42 PDT 2009,NO_QUERY,sharon_mathai,Think I might be skipping church tomorrow 
0,1752181607,Sat May 09 21:14:45 PDT 2009,NO_QUERY,franalations,whats going on tonight ppl... I want to do something 
0,1752181696,Sat May 09 21:14:46 PDT 2009,NO_QUERY,goaliemom31,@SandiHockeyMom Not good news. No known treatment. Auto-immune disease attacks digestive system. Late teens and twenties. So sorry. 
0,1752181878,Sat May 09 21:14:47 PDT 2009,NO_QUERY,tiffster67,"Everyone is doing something fun tonight, while I'm stuck at work until 8am, getting yelled at by angry sprint customers. Not cool. "
0,1752181918,Sat May 09 21:14:48 PDT 2009,NO_QUERY,bittersweetm,Disappointed with Ciara's performance with JT on #SNL ... it was just bad.  A good song was ruined
0,1752182219,Sat May 09 21:14:51 PDT 2009,NO_QUERY,pancheezeits,@theberaca i dont have a gift  im too poor ahh im excited about college
0,1752182288,Sat May 09 21:14:52 PDT 2009,NO_QUERY,jungsoo," this day is so long, and i have to sleep downstairs tonight lolol."
0,1752182402,Sat May 09 21:14:53 PDT 2009,NO_QUERY,Blondeee_Muchhh,Boring Homework 
0,1752182915,Sat May 09 21:14:58 PDT 2009,NO_QUERY,aalexoi,someone take me to the smell 
0,1752183586,Sat May 09 21:15:03 PDT 2009,NO_QUERY,crawdady21,@DaniSssss you po ting 
0,1752183916,Sat May 09 21:15:06 PDT 2009,NO_QUERY,zeronada000,feels like shit. 
0,1752183985,Sat May 09 21:15:07 PDT 2009,NO_QUERY,jamesclau,@deechow wow I feel so priveleged...and pathetic  lol
0,1752184262,Sat May 09 21:15:09 PDT 2009,NO_QUERY,whomiketrann,yaos out!! nooo! good luck next year rockets 
0,1752184764,Sat May 09 21:15:13 PDT 2009,NO_QUERY,irishfrtncookie,"Making a mother's day card..yes, the night before. I'm a bad daughter "
0,1752185385,Sat May 09 21:15:18 PDT 2009,NO_QUERY,Tyger_lilly,@JoeFlirt  sorry to hear that...going thru a heap of stress myself...feel for ya
0,1752185501,Sat May 09 21:15:19 PDT 2009,NO_QUERY,DaniDundi,ahh i missed a lot of follow friday action 
0,1752185612,Sat May 09 21:15:20 PDT 2009,NO_QUERY,09MothersDay,wish we could get RAIN HERE! I hate it being so dry all the time.. 
0,1752185772,Sat May 09 21:15:22 PDT 2009,NO_QUERY,shopcalico,Ciara + Justin Timberlake on SNL = Embarassing 
0,1752185973,Sat May 09 21:15:24 PDT 2009,NO_QUERY,AndrewFyfe,Just read my phone bill. Need to sms less when away. 
0,1752186095,Sat May 09 21:15:25 PDT 2009,NO_QUERY,kev_mck,@jennifer97236 uch. Mark martin can kiss my ass. Old git should have retired yrs ago 
0,1752186120,Sat May 09 21:15:25 PDT 2009,NO_QUERY,jadintx,@DAC1MM Uhhhhh....we'd rather not talk about that. 
0,1752186204,Sat May 09 21:15:26 PDT 2009,NO_QUERY,kechiwinz,Muh tummy hurts 
0,1752186802,Sat May 09 21:15:31 PDT 2009,NO_QUERY,mo3ath,"9aba6 el5air , didn't sleep at all  going to finish elfa79 el fannii for the car"
0,1752186886,Sat May 09 21:15:32 PDT 2009,NO_QUERY,amandacolbert,Can people stop tweeting and twitpic-ing about food... I'm starving 
0,1752187182,Sat May 09 21:15:34 PDT 2009,NO_QUERY,christinaljones,Hey dont feel bad about the Dbacks...us dodgers fans lost Manny until July! 
0,1752187349,Sat May 09 21:15:36 PDT 2009,NO_QUERY,cheyennerenee,so sleepy..wish I was with alex 
0,1752187435,Sat May 09 21:15:37 PDT 2009,NO_QUERY,solafida,@flybitty  sorry i promised @TheRell a dr. pepper sponsered wedding!
0,1752187700,Sat May 09 21:15:39 PDT 2009,NO_QUERY,userealbutter,@SweetTartelette oh noes!   maybe u should with hold Mother's Day dessert in xchange 4 Bailey-sitting...
0,1752187943,Sat May 09 21:15:41 PDT 2009,NO_QUERY,blergh,@_anesthesia it is terrifying and i hate it and there are no seats 
0,1752188128,Sat May 09 21:15:43 PDT 2009,NO_QUERY,chookie94,i really should be doing english or media. even though i really dont want to. hmmmmp 
0,1752188317,Sat May 09 21:15:45 PDT 2009,NO_QUERY,BrownJessica,"Getting tired, off to bed soon.  Missing my hubby.   #fb"
0,1752188380,Sat May 09 21:15:45 PDT 2009,NO_QUERY,underdog87,@Baleyrocks23  Your msn is a whore
0,1752188486,Sat May 09 21:15:46 PDT 2009,NO_QUERY,howmanyhellos,"gonna have a long night working on my THREE existentialism papers.  Almost half done with the big one, haven't started the other two.  "
0,1752188997,Sat May 09 21:15:51 PDT 2009,NO_QUERY,KellyG5,What the heck is it with the DRY spot in the back of my throat that feels like a razor blade... it makes me cough then cry! 
0,1752189162,Sat May 09 21:15:53 PDT 2009,NO_QUERY,MabelHu,"cops these days, ruining beautiful jamss "
0,1752189176,Sat May 09 21:15:53 PDT 2009,NO_QUERY,joeyfrsh2dth,Its been yrs but I still can't listen to &quot;Paramore&quot; cuz Im still in love with Haley  haha
0,1752189291,Sat May 09 21:15:54 PDT 2009,NO_QUERY,imnothinker,"Ugh... I need to move, get out of this ghetto hick town and meet new people. Im sick of it here.  only 20 more days. Cant wait..."
0,1752189296,Sat May 09 21:15:54 PDT 2009,NO_QUERY,Erardo,"@singswell ROTFL... the thing is, their practices are on weeknights  so I don't know if I'll join...."
0,1752189749,Sat May 09 21:15:58 PDT 2009,NO_QUERY,MaryNomad,@Chelsea_Volturi *hugs* i wanna be dead (4 real*giggles*) 
0,1752190251,Sat May 09 21:16:02 PDT 2009,NO_QUERY,nkotbblockhead,When do you decide to just quit trying to glue sh*t back together &amp; when to just chunk the glue @ the wall &amp; throw away the TRASH? NOW. 
0,1752190697,Sat May 09 21:16:06 PDT 2009,NO_QUERY,CatieCrunkk,I wish I could drive. 
0,1752190724,Sat May 09 21:16:06 PDT 2009,NO_QUERY,HSWarriorAaron,@ashleytisdale http://twitpic.com/4t4jv - I have bad experiences with dogs... after they look at me. aww 
0,1752190746,Sat May 09 21:16:06 PDT 2009,NO_QUERY,TiaBILL,Direct tv needs to get it together. The guide is always wrong 
0,1752191279,Sat May 09 21:16:11 PDT 2009,NO_QUERY,bellexamore,i have like no brushes  need to buy more...
0,1752191283,Sat May 09 21:16:11 PDT 2009,NO_QUERY,kgasso,@timburleson63 sorry about your Kitter. 
0,1752191433,Sat May 09 21:16:13 PDT 2009,NO_QUERY,NiteMan,@Jess8778 I hope it wasn't toilet water 
0,1752191940,Sat May 09 21:16:17 PDT 2009,NO_QUERY,lauventura,@cassieventura http://twitpic.com/3vlwb - OHHH I WISH BE THERE .... 
0,1752191988,Sat May 09 21:16:17 PDT 2009,NO_QUERY,ILuVMiLeYCyRuS7,@fan4lyf By the way I also missed JONAS.  
0,1752192280,Sat May 09 21:16:20 PDT 2009,NO_QUERY,LadyMorella,@matusik5 I'm going to bed I've been up since 4:30  
0,1752192692,Sat May 09 21:16:24 PDT 2009,NO_QUERY,onedivaprincess,@mrsdana i cant wait to see it!.... its only 9:15 here 
0,1752192716,Sat May 09 21:16:24 PDT 2009,NO_QUERY,MegLoyal,I may have to start my photography profile over again   which means losing almost 9k friends 
0,1752193178,Sat May 09 21:16:29 PDT 2009,NO_QUERY,loofrin,kinda sad.  he won't be going to an indians game after all next sat. cuz he has to be at work sunday at 6. 
0,1752193351,Sat May 09 21:16:30 PDT 2009,NO_QUERY,muchloveslup,@alexmartinezjr I have been trying but can't 
0,1752194137,Sat May 09 21:16:37 PDT 2009,NO_QUERY,navart,"Circa 1988 o 1989, I'll be there for you "
0,1752194158,Sat May 09 21:16:37 PDT 2009,NO_QUERY,sallyy_,Super tired  I need relaxing time.. Had a very good day yesterday.. Thanks to my mff and family ?
0,1752194748,Sat May 09 21:16:43 PDT 2009,NO_QUERY,Jessyfied,is in need of her teddybear 
0,1752208695,Sat May 09 21:18:52 PDT 2009,NO_QUERY,jcantell,Day 4 of sleeping upright on the couch. Not fun at all.......... 
0,1752208998,Sat May 09 21:18:55 PDT 2009,NO_QUERY,JeanneXay,"@yeemalee http://bit.ly/iYGRf  Aw, remember this? That part made me sad "
0,1752209293,Sat May 09 21:18:57 PDT 2009,NO_QUERY,spaceangel,Bummed  Got the length &amp; one long side of edging done b4 realizing an error in my math. Need to find a new edging for scarf now 
0,1752210173,Sat May 09 21:19:05 PDT 2009,NO_QUERY,Sierra33,@duskdargent What a poop of a game 
0,1752210239,Sat May 09 21:19:06 PDT 2009,NO_QUERY,sylan0,"Just woke up with lappy on my chest, sore eyes, and a full cup of tea completely cold "
0,1752210427,Sat May 09 21:19:07 PDT 2009,NO_QUERY,sharonmissy,I seem to always make trouble. 
0,1752210450,Sat May 09 21:19:08 PDT 2009,NO_QUERY,J_Kiss,wow!! took for ever to come beck....i can't book a darn plane ticket!! it's soooo hard 
0,1752210883,Sat May 09 21:19:11 PDT 2009,NO_QUERY,maryxalicexhale,I have an extremely bad toothache 
0,1752211089,Sat May 09 21:19:13 PDT 2009,NO_QUERY,reaheah,@degolas im sorry about what happend  stay strong !
0,1752211316,Sat May 09 21:19:15 PDT 2009,NO_QUERY,sethiphor,@sitarakadalbal i know/knew the feeling.  Leaving sucks. 
0,1752211696,Sat May 09 21:19:19 PDT 2009,NO_QUERY,OoadiioO,im just sOoO bOored  mmm..!!! OMG..!! i think ii loOve u..!! XD
0,1752212085,Sat May 09 21:19:22 PDT 2009,NO_QUERY,MARCisaballa,@SunshineKatiee I'm still awake  so weird but thanks nonetheless
0,1752212133,Sat May 09 21:19:22 PDT 2009,NO_QUERY,jencorbett,"oh I think I'm getting sck  not good, big assessment week coming up"
0,1752212472,Sat May 09 21:19:26 PDT 2009,NO_QUERY,hollaatchagirl,Senior prom is over  Now going to after prom!!!
0,1752212497,Sat May 09 21:19:26 PDT 2009,NO_QUERY,UberGuber,@willjaeger What??! you're in Austin tonight?!? Wish we had known  We'll catch yall next time!
0,1752212563,Sat May 09 21:19:27 PDT 2009,NO_QUERY,adeliamazlan,"I went crazy over the cotton on flats, selling at 2 for $25. But, a crazier reality,is that I don't have $25 . so sad right "
0,1752212590,Sat May 09 21:19:27 PDT 2009,NO_QUERY,hemhem666,i keep bitting my lip  its bleeding
0,1752212946,Sat May 09 21:19:30 PDT 2009,NO_QUERY,mamawrites,"@MrPeterParker Dammit, I wanna be at Valentino's tonight.  Alas, single motherhood keeps me at home with the chitlins. "
0,1752212967,Sat May 09 21:19:30 PDT 2009,NO_QUERY,macattackk,@ben_tom you hate newcastle train services? feel sorry for me i have to catch a newcastle train home every day 
0,1752213238,Sat May 09 21:19:32 PDT 2009,NO_QUERY,paulazinha,@oceanUP don't you think that the boys &amp; the crowd was a little bit quiet? they look tired.. idk 
0,1752213259,Sat May 09 21:19:33 PDT 2009,NO_QUERY,DrewDrew2009,i think my arm is infected... 
